"t"	"vt"	"alpha"	"beta"	"phi"	"theta"	"psi"	"p"	"q"	"r"	"x9"	"x10"	"alt"	"power"	"nz"	"ps"	"ny_r"
2.759999999999985e+00	2.545635927648490e+01	-7.834222199646527e-03	-1.983838142000998e-02	-5.191904786321119e-01	2.058556917084530e-02	5.368541570407867e-02	1.438005718141434e+00	-1.219243396647739e-03	8.314508578308859e-02	1.831590694846549e+02	-1.205058356309784e+02	-5.758986487591508e+02	-5.704086148068852e-01	1.778869005953210e-02	-5.362207880384100e-01	2.309600193816605e-02
2.769999999999984e+00	2.544385098470216e+01	-7.941202604029867e-03	-2.053794523864564e-02	-5.066710608233346e-01	2.058528137049841e-02	5.558235682962823e-02	1.419362097538064e+00	3.945027607204880e-04	7.938003021932351e-02	1.834130609531096e+02	-1.206448485260905e+02	-5.760610583887786e+02	-5.647343557282472e-01	1.720179140054201e-02	-5.253367202659927e-01	2.333297213290224e-02
2.779999999999984e+00	2.543136969644347e+01	-8.030317770809380e-03	-2.119761974832193e-02	-4.942557960592742e-01	2.061025721092074e-02	5.738625947627997e-02	1.399845068494065e+00	1.963922010458570e-03	7.550922739778501e-02	1.836660734804503e+02	-1.207845914578468e+02	-5.762234144116477e+02	-5.591165516861761e-01	1.662420219544747e-02	-5.143732979096698e-01	2.352732503946591e-02
2.789999999999984e+00	2.541891426582076e+01	-8.101789724206498e-03	-2.181674859010722e-02	-4.819494162887172e-01	2.065937241489384e-02	5.909335172540759e-02	1.379549120800061e+00	3.483983751032985e-03	7.154441625841934e-02	1.839181442552723e+02	-1.209250122215125e+02	-5.763857168380723e+02	-5.535546394504031e-01	1.605737429053766e-02	-5.033528648071477e-01	2.368010910141934e-02
2.799999999999984e+00	2.540648358355207e+01	-8.155916971514136e-03	-2.239477347087748e-02	-4.697561062218661e-01	2.073144926840211e-02	6.070025555192533e-02	1.358562801560894e+00	4.950094468712056e-03	6.749715905100141e-02	1.841693109564000e+02	-1.210660612034845e+02	-5.765479649450650e+02	-5.480480612808455e-01	1.550268741234029e-02	-4.922959334079492e-01	2.379239329457868e-02
2.809999999999984e+00	2.539407658617783e+01	-8.193068880136423e-03	-2.293123261713259e-02	-4.576795586309257e-01	2.082526520314726e-02	6.220398351947647e-02	1.336968920336774e+00	6.358101549706709e-03	6.337882575096029e-02	1.844196116106978e+02	-1.212076913468692e+02	-5.767101573274849e+02	-5.425962648550526e-01	1.496144572164737e-02	-4.812212926897962e-01	2.386526683591295e-02
2.819999999999983e+00	2.538169226389117e+01	-8.213679974737808e-03	-2.342575916585734e-02	-4.457230264419327e-01	2.093956110173720e-02	6.360193427679471e-02	1.314844762609676e+00	7.704294045332429e-03	5.920057931029245e-02	1.846690844564654e+02	-1.213498581093706e+02	-5.768722919493240e+02	-5.371987032045471e-01	1.443487477014149e-02	-4.701461135518514e-01	2.389983876942414e-02
2.829999999999983e+00	2.536932966703402e+01	-8.218244199226800e-03	-2.387807948486486e-02	-4.338893716193603e-01	2.107304929922660e-02	6.489188692683640e-02	1.292262309689086e+00	8.985400621985083e-03	5.497336170044292e-02	1.849177678127550e+02	-1.214925194143250e+02	-5.770343661948340e+02	-5.318548346602159e-01	1.392411886632350e-02	-4.590860514102312e-01	2.389723742172884e-02
2.839999999999983e+00	2.535698895140526e+01	-8.207089515217463e-03	-2.428691838388676e-02	-4.221843290425069e-01	2.122473067194848e-02	6.606935839857610e-02	1.269279347594135e+00	1.019665768548148e-02	5.070736274740069e-02	1.851657048093759e+02	-1.216356512237145e+02	-5.771963688288201e+02	-5.265654141272030e-01	1.343067692200983e-02	-4.480563674266405e-01	2.385778937037400e-02
2.849999999999983e+00	2.534466717891554e+01	-8.181264692795343e-03	-2.465437181081061e-02	-4.106037419088167e-01	2.139264111950277e-02	6.713812076729096e-02	1.245977742606857e+00	1.133956812796139e-02	4.641434235959962e-02	1.854129247760670e+02	-1.217791841855149e+02	-5.773583122814825e+02	-5.213273149564250e-01	1.295466192406636e-02	-4.370682501680844e-01	2.378433332341945e-02
2.859999999999983e+00	2.533236469204813e+01	-8.141174116178341e-03	-2.497934182132771e-02	-3.991527056934702e-01	2.157578516025558e-02	6.809444121471019e-02	1.222404096114844e+00	1.241015685125158e-02	4.210371434274061e-02	1.856594694567740e+02	-1.219230997181085e+02	-5.775201845343333e+02	-5.161413153926122e-01	1.249738501498054e-02	-4.261340718393211e-01	2.367719723671723e-02
2.869999999999982e+00	2.532008082227712e+01	-8.087492682879513e-03	-2.526190919769712e-02	-3.878329451801980e-01	2.177283415716251e-02	6.893754403406509e-02	1.198611451965469e+00	1.340684266758173e-02	3.778541195236012e-02	1.859053763135732e+02	-1.220673650071690e+02	-5.776819811518759e+02	-5.110068945860679e-01	1.205964763948320e-02	-4.152643910042018e-01	2.353757843065626e-02
2.879999999999982e+00	2.530781497604498e+01	-8.020926812826632e-03	-2.550223828808886e-02	-3.766459916097038e-01	2.198246567465497e-02	6.966699143711383e-02	1.174648691575450e+00	1.432843951668072e-02	3.346908890317046e-02	1.861506823328027e+02	-1.222119493830363e+02	-5.778436973632903e+02	-5.059235368326902e-01	1.164216306112387e-02	-4.044687147293565e-01	2.336668882774679e-02
2.889999999999982e+00	2.529556663473068e+01	-7.942209245692647e-03	-2.570057480142514e-02	-3.655932131968914e-01	2.220336927623244e-02	7.028267270202562e-02	1.150560761654402e+00	1.517414232717381e-02	2.916410983088252e-02	1.863954239338443e+02	-1.223568242461343e+02	-5.780053281077105e+02	-5.008907315593224e-01	1.124555620444068e-02	-3.937555806426747e-01	2.316575365852513e-02
2.899999999999982e+00	2.528333535380375e+01	-7.852094019213328e-03	-2.585724351171216e-02	-3.546758428312049e-01	2.243425191858409e-02	7.078479272090889e-02	1.126388899146202e+00	1.594351162229541e-02	2.487954146774690e-02	1.866396368845855e+02	-1.225019629903251e+02	-5.781668680779771e+02	-4.959079733107054e-01	1.087036388496698e-02	-3.831326351830340e-01	2.293601006734013e-02
2.909999999999981e+00	2.527112076124225e+01	-7.751351645667775e-03	-2.597264587458696e-02	-3.438950030527874e-01	2.267384293953495e-02	7.117386002474421e-02	1.102170852479176e+00	1.663645706639314e-02	2.062414452405273e-02	1.868833562234725e+02	-1.226473409247238e+02	-5.783283117627631e+02	-4.909747617361398e-01	1.051703541242399e-02	-3.726067079919233e-01	2.267870562785653e-02
2.919999999999981e+00	2.525892255529110e+01	-7.640764500555309e-03	-2.604725755958645e-02	-3.332517284041396e-01	2.292089863976336e-02	7.145067436168880e-02	1.077941098311618e+00	1.725322013768048e-02	1.640636626634096e-02	1.871266161880453e+02	-1.227929351944624e+02	-5.784896534869994e+02	-4.860906015740088e-01	1.018593355037201e-02	-3.621838824197844e-01	2.239509677837278e-02
2.929999999999981e+00	2.524674050163419e+01	-7.521122434567749e-03	-2.608162590217153e-02	-3.227469852630958e-01	2.317420646070369e-02	7.161631390205973e-02	1.053731053052821e+00	1.779435610080840e-02	1.223433378177860e-02	1.873694501498133e+02	-1.229387247008478e+02	-5.786508874505331e+02	-4.812550026324547e-01	9.877335814001409e-03	-3.518695621412347e-01	2.208644718706600e-02
2.939999999999981e+00	2.523457443005145e+01	-7.393218617252354e-03	-2.607636727984330e-02	-3.123816892682146e-01	2.343258876329159e-02	7.167212213991687e-02	1.029569278531230e+00	1.826071544041384e-02	8.115847917239141e-03	1.876118905553254e+02	-1.230846900213325e+02	-5.788120077649721e+02	-4.764674797647546e-01	9.591436086521909e-03	-3.416685338936913e-01	2.175402605711156e-02
2.949999999999981e+00	2.522242423062855e+01	-7.257845618308433e-03	-2.603216441682052e-02	-3.021567204519895e-01	2.369490621421623e-02	7.161969455723943e-02	1.005481681269175e+00	1.865342490416087e-02	4.058377881139877e-03	1.878539688732687e+02	-1.232308133296737e+02	-5.789730084886696e+02	-4.717275528382339e-01	9.328346533749254e-03	-3.315850263728887e-01	2.139910638132376e-02
2.959999999999980e+00	2.521028984958429e+01	-7.115791730268768e-03	-2.594976362177793e-02	-2.920729362006088e-01	2.396006078809732e-02	7.146086511245039e-02	9.814917049077858e-01	1.897386829125939e-02	6.905649606059674e-05	1.880957155474243e+02	-1.233770783166307e+02	-5.791338836598268e+02	-4.670347466958810e-01	9.088099795966809e-03	-3.216227653362936e-01	2.102296315559712e-02
2.969999999999980e+00	2.519817128477694e+01	-6.967837534380711e-03	-2.582997196313304e-02	-2.821311821611387e-01	2.422699839551829e-02	7.119769261069855e-02	9.576205154046701e-01	1.922366711021428e-02	-3.845323909601798e-03	1.883371599553041e+02	-1.235234701115149e+02	-5.792946273276852e+02	-4.623885911100862e-01	8.870651435789689e-03	-3.117850249810549e-01	2.062687156002481e-02
2.979999999999980e+00	2.518606858094780e+01	-6.814752709805518e-03	-2.567365438637417e-02	-2.723323012179851e-01	2.449471114813167e-02	7.083244700905424e-02	9.338871787005757e-01	1.940466121793537e-02	-7.678314982335312e-03	1.885783303722840e+02	-1.236699752048743e+02	-5.794552335818023e+02	-4.577886207281152e-01	8.675882620624131e-03	-3.020746756768561e-01	2.021210511616983e-02
2.989999999999980e+00	2.517398182475666e+01	-6.657293084773862e-03	-2.548173077798553e-02	-2.626771406599864e-01	2.476223927314795e-02	7.036759570576503e-02	9.103088306183640e-01	1.951888954131571e-02	-1.142381520788828e-02	1.888192539410505e+02	-1.238165813725670e+02	-5.796156965794005e+02	-4.532343750089184e-01	8.503603018228834e-03	-2.924942281454492e-01	1.977993382856929e-02
2.999999999999980e+00	2.516191113966044e+01	-6.496197927030943e-03	-2.525517298068232e-02	-2.531665576574019e-01	2.502867269046074e-02	6.980578985907972e-02	8.869008388175322e-01	1.956857097215495e-02	-1.507607217120819e-02	1.890599566461725e+02	-1.239632776014417e+02	-5.797760105707976e+02	-4.487253981506565e-01	8.353553883852172e-03	-2.830458741876120e-01	1.933162231815729e-02
3.009999999999979e+00	2.514985668068253e+01	-6.332187469726599e-03	-2.499500176492319e-02	-2.438014231638169e-01	2.529315226651299e-02	6.914985077792324e-02	8.636769566791829e-01	1.955608551675571e-02	-1.862968422569602e-02	1.893004632936112e+02	-1.241100540168192e+02	-5.799361699229310e+02	-4.442612390077196e-01	8.225411317363207e-03	-2.737315240642713e-01	1.886842795485831e-02
3.019999999999979e+00	2.513781862911670e+01	-6.165960667789741e-03	-2.470228376202921e-02	-2.345826243508651e-01	2.555487075984392e-02	6.840275642396067e-02	8.406494690380418e-01	1.948395577257666e-02	-2.207960158957152e-02	1.895407974949787e+02	-1.242569018119309e+02	-5.800961691410016e+02	-4.398414509948933e-01	8.118789668680293e-03	-2.645528406409260e-01	1.839159899606536e-02
3.029999999999979e+00	2.512579718720462e+01	-5.998193178663660e-03	-2.437812836466812e-02	-2.255110656720785e-01	2.581307347419571e-02	6.756762806225848e-02	8.178293297070162e-01	1.935482879572951e-02	-2.542112689489907e-02	1.897809816563613e+02	-1.244038131794422e+02	-5.802560028882738e+02	-4.354655919743207e-01	8.033245069536843e-03	-2.555112704019053e-01	1.790237273693791e-02
3.039999999999979e+00	2.511379257282103e+01	-5.829535559909323e-03	-2.402368460087554e-02	-2.165876686332580e-01	2.606705863630115e-02	6.664771709569441e-02	7.952262907502312e-01	1.917145841428337e-02	-2.864991522897362e-02	1.900210369715364e+02	-1.245507812451632e+02	-5.804156660040854e+02	-4.311332241174692e-01	7.968279069240136e-03	-2.466080714308823e-01	1.740197367716937e-02
3.049999999999979e+00	2.510180501419364e+01	-5.660611674297620e-03	-2.364013798783499e-02	-2.078133703149387e-01	2.631617751739663e-02	6.564639211573527e-02	7.728490234412053e-01	1.893668803193346e-02	-3.176197373330560e-02	1.902609834194294e+02	-1.246978000040066e+02	-5.805751535201435e+02	-4.268439137283558e-01	7.923342351479290e-03	-2.378443384314869e-01	1.689161170648761e-02
3.059999999999978e+00	2.508983474467485e+01	-5.492017290037536e-03	-2.322870737019239e-02	-1.991891206375908e-01	2.655983432084682e-02	6.456712619651994e-02	7.507052307719854e-01	1.865343395115471e-02	-3.475366087135861e-02	1.905008397657369e+02	-1.248448642582530e+02	-5.807344606751977e+02	-4.225972310041090e-01	7.897838508979849e-03	-2.292210248178006e-01	1.637248030628161e-02
3.069999999999978e+00	2.507788199757027e+01	-5.324318858627366e-03	-2.279064174071469e-02	-1.907158782644423e-01	2.679748586455106e-02	6.341348444055811e-02	7.288017512137803e-01	1.832466921440327e-02	-3.762168555759671e-02	1.907406235688104e+02	-1.249919695582058e+02	-5.808935829281834e+02	-4.183927496922792e-01	7.891127854799729e-03	-2.207389618235092e-01	1.584575475382488e-02
3.079999999999978e+00	2.506594700070293e+01	-5.158052554052775e-03	-2.232721767179413e-02	-1.823946051709160e-01	2.702864092747102e-02	6.218911332979869e-02	7.071446560433559e-01	1.795340941056408e-02	-4.036310560998691e-02	1.909803511788724e+02	-1.251391121369412e+02	-5.810525159755566e+02	-4.142300463871125e-01	7.902530883586278e-03	-2.123988747136804e-01	1.531259075337297e-02
3.089999999999978e+00	2.505402996915479e+01	-4.993723911429666e-03	-2.183974039948961e-02	-1.742262608188327e-01	2.725285867492036e-02	6.089773945294784e-02	6.857393502617681e-01	1.754270703854334e-02	-4.297532365471045e-02	1.912200376805923e+02	-1.252862888006829e+02	-5.812112557983755e+02	-4.101086984990954e-01	7.931329429697653e-03	-2.042013967132895e-01	1.477412544807257e-02
3.099999999999977e+00	2.504213110087074e+01	-4.831806356143514e-03	-2.132953895800589e-02	-1.662117914334408e-01	2.746974879316598e-02	5.954315409189223e-02	6.645906328676955e-01	1.709563163190023e-02	-4.545609427993580e-02	1.914596969451628e+02	-1.254334969020876e+02	-5.813697986559638e+02	-4.060282837061310e-01	7.976771044809094e-03	-1.961470764908692e-01	1.423147392530735e-02
3.109999999999977e+00	2.503025057272969e+01	-4.672740254924975e-03	-2.079796123477936e-02	-1.583521198160420e-01	2.767897102326352e-02	5.812919761606541e-02	6.437027594308945e-01	1.661525159229053e-02	-4.780352593341812e-02	1.916993416771339e+02	-1.255807343114441e+02	-5.815281410808054e+02	-4.019883795665780e-01	8.038073846514227e-03	-1.882363855277819e-01	1.368572616551743e-02
3.119999999999977e+00	2.501838853991931e+01	-4.516932854534009e-03	-2.024636746673045e-02	-1.506481480311325e-01	2.788023371721968e-02	5.665973977119094e-02	6.230795234476452e-01	1.610461582620896e-02	-5.001606772412034e-02	1.919389834638263e+02	-1.257279994064492e+02	-5.816862798576909e+02	-3.979885664446367e-01	8.114433131511722e-03	-1.804697362173951e-01	1.313794430217368e-02
3.129999999999977e+00	2.500654531710861e+01	-4.364786651437392e-03	-1.967600938539198e-02	-1.431015136910911e-01	2.807326356997139e-02	5.513835436516056e-02	6.027255558096429e-01	1.556660060845216e-02	-5.209180906108105e-02	1.921786336905147e+02	-1.258752925147730e+02	-5.818442107796469e+02	-3.940286300952055e-01	8.205134061620489e-03	-1.728481997363592e-01	1.258914670479069e-02
3.139999999999977e+00	2.499472098784162e+01	-4.216643304149444e-03	-1.908827937727992e-02	-1.357130060047050e-01	2.825786090552703e-02	5.356898313714697e-02	5.826438603295597e-01	1.500421413093896e-02	-5.402989101585079e-02	1.924183018200614e+02	-1.260226128001174e+02	-5.820019312022398e+02	-3.901081379626127e-01	8.309323471899832e-03	-1.653720429082629e-01	1.204034442245357e-02
3.149999999999976e+00	2.498291559809029e+01	-4.072812110992625e-03	-1.848458448447438e-02	-1.284833883946210e-01	2.843386809296338e-02	5.195559531474719e-02	5.628371982675584e-01	1.442043528438513e-02	-5.582977290608680e-02	1.926579960755720e+02	-1.261699596566767e+02	-5.821594388321066e+02	-3.862266589190215e-01	8.426128695639079e-03	-1.580415034877493e-01	1.149252379931035e-02
3.159999999999976e+00	2.497112917619683e+01	-3.933571564767253e-03	-1.786631984729149e-02	-1.214134405592593e-01	2.860116774405266e-02	5.030211768886772e-02	5.433081807269357e-01	1.381816290728234e-02	-5.749117615770610e-02	1.928977237495756e+02	-1.263173329665705e+02	-5.823167315223076e+02	-3.823837819360130e-01	8.554679790991671e-03	-1.508568415552732e-01	1.094663551971592e-02
3.169999999999976e+00	2.495936172545240e+01	-3.799169822382465e-03	-1.723487063157484e-02	-1.145039367293501e-01	2.875968062379379e-02	4.861243820273027e-02	5.240592944218458e-01	1.320021624471089e-02	-5.901408635457272e-02	1.931374911991505e+02	-1.264647330111805e+02	-5.824738073080806e+02	-3.785791108915386e-01	8.694109177961540e-03	-1.438183278774657e-01	1.040359583372193e-02
3.179999999999976e+00	2.494761321832457e+01	-3.669824898640616e-03	-1.659161114465029e-02	-1.077556214690616e-01	2.890936408816386e-02	4.689040271842362e-02	5.050929083425192e-01	1.256932990844761e-02	-6.039875750016136e-02	1.933773038754821e+02	-1.266121604154435e+02	-5.826306644246419e+02	-3.748122599398581e-01	8.843553020679407e-03	-1.369262289688003e-01	9.864285922267322e-03
3.189999999999976e+00	2.493588359651715e+01	-3.545725410507791e-03	-1.593789712027483e-02	-1.011691921189813e-01	2.905021035077987e-02	4.513979436054861e-02	4.864112739341803e-01	1.192813899733452e-02	-6.164570257266080e-02	1.936171664226058e+02	-1.267596161681649e+02	-5.827873012779149e+02	-3.710828525715995e-01	9.002157882439965e-03	-1.301807977619812e-01	9.329548391281167e-03
3.199999999999975e+00	2.492417278587448e+01	-3.427033094061309e-03	-1.527503599130709e-02	-9.474528403390628e-02	2.918224419384545e-02	4.336425630426301e-02	4.680164842634237e-01	1.127913405077780e-02	-6.275564440204383e-02	1.938570830283399e+02	-1.269071018791511e+02	-5.829437162713002e+02	-3.673905280869849e-01	9.169103893182262e-03	-1.235822675294728e-01	8.800174306533091e-03
3.209999999999975e+00	2.491248062237064e+01	-3.313886430373257e-03	-1.460447154491304e-02	-8.848479628507554e-02	2.930550509142813e-02	4.156776090058616e-02	4.499114672037797e-01	1.062496862261680e-02	-6.372951838435249e-02	1.940970552326404e+02	-1.270546178918296e+02	-5.830999087578382e+02	-3.637349512751915e-01	9.343474996620360e-03	-1.171311337965552e-01	8.277009031710445e-03
3.219999999999975e+00	2.490080695607813e+01	-3.206391983318650e-03	-1.392748913052799e-02	-8.238828279332625e-02	2.942007650085371e-02	3.975386179137653e-02	4.320983203905077e-01	9.967943867988747e-03	-6.456853901502552e-02	1.943370854796714e+02	-1.272021661869342e+02	-5.832558775814366e+02	-3.601157805257861e-01	9.524467182929541e-03	-1.108276348897462e-01	7.760778043022446e-03
3.229999999999975e+00	2.488915155212185e+01	-3.104624781278177e-03	-1.324539859684530e-02	-7.645613569025103e-02	2.952607118719771e-02	3.792615938674190e-02	4.145790252623074e-01	9.310318492157724e-03	-6.527427879772162e-02	1.945771750104616e+02	-1.273497483862730e+02	-5.834116221391502e+02	-3.565326462169372e-01	9.711253829832067e-03	-1.046719012188309e-01	7.252185831917209e-03
3.239999999999974e+00	2.487751411863348e+01	-3.008631939729911e-03	-1.255950417966617e-02	-7.068863810771200e-02	2.962362791235983e-02	3.608822303767891e-02	3.973555204481103e-01	8.654260793905643e-03	-6.584858825271810e-02	1.948173241902079e+02	-1.274973660612545e+02	-5.835671421492380e+02	-3.529851727256430e-01	9.903011368623371e-03	-9.866400972224820e-02	6.751905027223427e-03
3.249999999999974e+00	2.486589431959624e+01	-2.918435130966664e-03	-1.187108774877751e-02	-6.508597144659387e-02	2.971290874212033e-02	3.424354789970731e-02	3.804297056850231e-01	8.001824156001284e-03	-6.629355490142051e-02	1.950575326808501e+02	-1.276450208673139e+02	-5.837224375501396e+02	-3.494729857717764e-01	1.009893348130508e-02	-9.280399339305170e-02	6.260570246183318e-03
3.259999999999974e+00	2.485429178491906e+01	-2.834033720671649e-03	-1.118139968920097e-02	-5.964823711776092e-02	2.979409522241777e-02	3.239553123478307e-02	3.638034799525790e-01	7.354938782575558e-03	-6.661145575350960e-02	1.952977995301989e+02	-1.277927146060331e+02	-5.838775084363683e+02	-3.459957199274198e-01	1.029823953556330e-02	-8.709186174030314e-02	5.778776892322001e-03
3.269999999999974e+00	2.484270612370842e+01	-2.755408832729639e-03	-1.049164371169376e-02	-5.437546963155496e-02	2.986738404741654e-02	3.054743311249034e-02	3.474787380036453e-01	6.715399149796322e-03	-6.680469584348998e-02	1.955381233091494e+02	-1.279404493392215e+02	-5.840323549753315e+02	-3.425530253969754e-01	1.050018708085898e-02	-8.152761125677370e-02	5.307077619844335e-03
3.279999999999974e+00	2.483113690132037e+01	-2.682521011729322e-03	-9.803031834399257e-03	-4.926773177213961e-02	2.993298569881995e-02	2.870251850244531e-02	3.314576986048505e-01	6.084933430306416e-03	-6.687585849325295e-02	1.957785016845411e+02	-1.280882269268692e+02	-5.841869775816903e+02	-3.391445737439092e-01	1.070403278094134e-02	-7.611131487458520e-02	4.846010059222823e-03
3.289999999999973e+00	2.481958365242877e+01	-2.615312282697965e-03	-9.116768375810002e-03	-4.432510921789456e-02	2.999112288795945e-02	2.686401681954441e-02	3.157428793102237e-01	5.465178953139968e-03	-6.682767832451184e-02	1.960189315912087e+02	-1.282360491822838e+02	-5.843413768187696e+02	-3.357700628630133e-01	1.090904630363698e-02	-7.084311913704885e-02	4.396090123318387e-03
3.299999999999973e+00	2.480804588169694e+01	-2.553705670798483e-03	-8.433963738016640e-03	-3.954733711149513e-02	3.004203499303861e-02	2.503490228906215e-02	3.003361486992301e-01	4.857571370006131e-03	-6.666308331822990e-02	1.962594099724761e+02	-1.283839183357509e+02	-5.844955533362039e+02	-3.324291586493796e-01	1.111456315600012e-02	-6.572289273503222e-02	3.957759441072330e-03
3.309999999999973e+00	2.479652303887732e+01	-2.497602673238950e-03	-7.755721200195405e-03	-3.493402543195476e-02	3.008597508502368e-02	2.321811749369029e-02	2.852393916099519e-01	4.263454192947500e-03	-6.638523647499787e-02	1.964999331234802e+02	-1.285318363820650e+02	-5.846495080621073e+02	-3.291215207481203e-01	1.131992499895373e-02	-6.075043846951686e-02	3.531431969985326e-03
3.319999999999973e+00	2.478501453759479e+01	-2.446887391498885e-03	-7.083113268007001e-03	-3.048465488023132e-02	3.012320643815879e-02	2.141651284282144e-02	2.704544447421174e-01	3.684054189519380e-03	-6.599747440076568e-02	1.967404968877414e+02	-1.286798052655652e+02	-5.848032420945615e+02	-3.258468084180473e-01	1.152449849422954e-02	-5.592548712949207e-02	3.117485644017867e-03
3.329999999999973e+00	2.477351976147154e+01	-2.401428567088455e-03	-6.417175736663814e-03	-2.619857539312535e-02	3.015400028915296e-02	1.963283191405817e-02	2.559830764285848e-01	3.120478190033134e-03	-6.550328357491639e-02	1.969810967249358e+02	-1.288278269074285e+02	-5.849567566724255e+02	-3.226046818185146e-01	1.172767987526924e-02	-5.124769383645256e-02	2.716261146188133e-03
3.339999999999972e+00	2.476203806874799e+01	-2.361081369848743e-03	-5.758905201921630e-03	-2.207500994373047e-02	3.017863375380828e-02	1.786970571381040e-02	2.418269823334794e-01	2.573714500863404e-03	-6.490628064702039e-02	1.972217277540156e+02	-1.289759032084767e+02	-5.851100531566406e+02	-3.193948033791403e-01	1.192889684216980e-02	-4.671663905691947e-02	2.328062335518023e-03
3.349999999999972e+00	2.475056879772758e+01	-2.325689423700854e-03	-5.109257205168671e-03	-1.811306536437154e-02	3.019738756067783e-02	1.612964851413693e-02	2.279877925211356e-01	2.044636255449032e-03	-6.421018806469517e-02	1.974623847896445e+02	-1.291240360537390e+02	-5.852631330090281e+02	-3.162168403100822e-01	1.212761005922269e-02	-4.233183560287698e-02	1.953157409068759e-03
3.359999999999972e+00	2.473911127438667e+01	-2.295087551856933e-03	-4.469142434410022e-03	-1.431174878667411e-02	3.021054321809651e-02	1.441504849738357e-02	2.144670757662253e-01	1.534005405681831e-03	-6.341879642346003e-02	1.977030623861190e+02	-1.292722273365892e+02	-5.854159977630480e+02	-3.130704682064275e-01	1.232331595383362e-02	-3.809273936350820e-02	1.591779989235166e-03
3.369999999999972e+00	2.472766482725025e+01	-2.269107176745533e-03	-3.839413624245719e-03	-1.066999496893757e-02	3.021837791495748e-02	1.272813375736123e-02	2.012663126085126e-01	1.042476058595325e-03	-6.253587844007198e-02	1.979437549243740e+02	-1.294204790549181e+02	-5.855686489674628e+02	-3.099553771080085e-01	1.251555565022922e-02	-3.399876481730312e-02	1.244128654089980e-03
3.379999999999971e+00	2.471622874668320e+01	-2.247560785291545e-03	-3.220955967140156e-03	-7.186744399706253e-03	3.022117712023190e-02	1.107120991172736e-02	1.883874498339313e-01	5.706399388555528e-04	-6.156547035432850e-02	1.981844561492346e+02	-1.295687927668599e+02	-5.857210883273665e+02	-3.068712794872969e-01	1.270385710055555e-02	-3.004939110723559e-02	9.103971817156528e-04
3.389999999999971e+00	2.470480234045774e+01	-2.230262310865444e-03	-2.614573788127207e-03	-3.860820498900130e-03	3.021921807051280e-02	9.446364647698732e-03	1.758321602267961e-01	1.189698173171715e-04	-6.051153380258011e-02	1.984251598054392e+02	-1.297171702514814e+02	-5.858733175183837e+02	-3.038178971655171e-01	1.288780811326196e-02	-2.624400492136870e-02	5.907361962751451e-04
3.399999999999971e+00	2.469338489999320e+01	-2.217018775531091e-03	-2.021006411337225e-03	-6.907878817815852e-04	3.021277723278521e-02	7.855511475649207e-03	1.636016192293389e-01	-3.121804017518032e-04	-5.937811048775970e-02	1.986658596515981e+02	-1.298656132617924e+02	-5.860253383448293e+02	-3.007949272541242e-01	1.306703746757809e-02	-2.258177234155456e-02	2.852500556389226e-04
3.409999999999971e+00	2.468197570091644e+01	-2.207627929048989e-03	-1.440964421929829e-03	2.324932912333709e-03	3.020213168152432e-02	6.300484778922547e-03	1.516968875722017e-01	-7.225500683766180e-04	-5.816937118983662e-02	1.989065492745209e+02	-1.300141233761286e+02	-5.861771527114646e+02	-2.978020638906210e-01	1.324119535325119e-02	-1.906175739716511e-02	-5.985640402385653e-06
3.419999999999971e+00	2.467057401711161e+01	-2.201882830952127e-03	-8.751164164186974e-04	5.188050976907804e-03	3.018755510785394e-02	4.783005589355399e-03	1.401188647722922e-01	-1.111970839778586e-03	-5.688954533896651e-02	1.991472221715523e+02	-1.301627020836823e+02	-5.863287625767482e+02	-2.948390023524551e-01	1.340996256335703e-02	-1.568292722731882e-02	-2.829258328135883e-04
3.429999999999970e+00	2.465917912516300e+01	-2.199573403105344e-03	-3.240858108953833e-04	7.900407828235947e-03	3.016931654390207e-02	3.304673941022333e-03	1.288682547454625e-01	-1.480363679295920e-03	-5.554290264775640e-02	1.993878717948792e+02	-1.303113507934682e+02	-5.864801699420718e+02	-2.919054383178564e-01	1.357305188703273e-02	-1.244414544517608e-02	-5.455561423911683e-04
3.439999999999970e+00	2.464779030639091e+01	-2.200487262585643e-03	2.115515969406632e-04	1.046399130522556e-02	3.014767980380014e-02	1.866963318305725e-03	1.179455140657355e-01	-1.827736922339282e-03	-5.413374695367873e-02	1.996284915985432e+02	-1.304600708298651e+02	-5.866313768510813e+02	-2.890010646676401e-01	1.373020847837880e-02	-9.344155774215523e-03	-7.938935575808217e-04
3.449999999999970e+00	2.463640684867201e+01	-2.204410591719867e-03	7.312708211348439e-04	1.288095195587424e-02	3.012290292744043e-02	4.712131021473387e-04	1.073507894399752e-01	-2.154184486132710e-03	-5.266640821869911e-02	1.998690750922123e+02	-1.306088634292906e+02	-5.867823853907339e+02	-2.861255675145615e-01	1.388121039568446e-02	-6.381562768496371e-03	-1.027987434146864e-03
3.459999999999970e+00	2.462502805234196e+01	-2.211129980510623e-03	1.234596726163058e-03	1.515357724098388e-02	3.009523662680408e-02	-8.813686514813692e-04	9.708394857322143e-02	-2.459877044521917e-03	-5.114521506434614e-02	2.001096158553297e+02	-1.307577297451388e+02	-5.869331976710386e+02	-2.832786302772242e-01	1.402586781463633e-02	-3.554851995417498e-03	-1.247916547765929e-03
